起始组,终止组,r,d,k
1,13,0.9247928661727085,0.1433499782103428,1.3005883207437539
1,12,0.9396169216063789,0.11998781735979219,1.507622545003237
2,13,0.9270266947162885,0.1636699566701909,1.2702746666539089
1,11,0.9418240102145368,0.09896936577291493,1.7507174762362618
2,12,0.9428413950039252,0.13812702943413946,1.4732624951293587
3,13,0.9299549709785505,0.18771258248683925,1.2347920219470598
1,10,0.954533366037502,0.07171456440454468,2.174704214157982
2,11,0.9455094910148969,0.11530859820903133,1.7081940712275157
3,12,0.9470287995411244,0.15966464291420346,1.4330534938779071
4,13,0.9323427140118447,0.21477281553398075,1.1952338923212704
1,9,0.9754466762787234,0.036665532494045555,2.9262334127254177
2,10,0.9585449924312645,0.08542452018245966,2.118228763232637
3,11,0.950405405525863,0.13489191564147623,1.658260105448155
4,12,0.9507246608069321,0.1836100210231254,1.3889173090399438
5,13,0.9371125139546645,0.24947925508878283,1.1453313122563884
1,8,0.9823401189516285,0.017791706846673166,3.51957569913211
2,9,0.9777566350564592,0.046493366411390374,2.844763240211411
3,10,0.9642084362009266,0.1021680193949615,2.051270159165173
4,11,0.9545159307743595,0.15644887780548627,1.604272651704073
5,12,0.9575449355465344,0.21481689401888748,1.3326600209863595
6,13,0.9346149490403725,0.27834732319894256,1.1050066093853272
